geography,year,occupancy_label,target,predictor,n_obs,r_squared,intercept,coef,p_value,mse
Cherokee,2022,Principal_Residence,total_apps,tract_owner_occupied_units,56,0.4669110063470161,84.94471459694083,0.1792336871306215,6.520041647960066e-09,8551.682403814108
Cherokee,2022,Principal_Residence,total_apps,tract_minority_population_percent,56,0.05741980599766883,372.49669753357256,-2.6218586077480412,0.07528001783135478,15120.639433948867
Cherokee,2022,Principal_Residence,total_apps,tract_median_age_of_housing_units,56,0.20955792140800955,494.81855795438935,-8.301050388584944,0.00038904929467803255,12680.077238903876
Cherokee,2022,Principal_Residence,total_apps,tract_to_msa_income_percentage,56,0.06977320607871595,176.63111698119158,1.123336451556562,0.049160218646840816,14922.469230928064
Cherokee,2022,Principal_Residence,denial_rate,tract_owner_occupied_units,56,0.017181217710826924,0.21242038300010502,-1.0545536981333898e-05,0.335582123233642,0.0014832132124270616
Cherokee,2022,Principal_Residence,denial_rate,tract_minority_population_percent,56,0.05103296550894143,0.18014508374366234,0.000758128730043293,0.09410971433758687,0.0014321261142735597
Cherokee,2022,Principal_Residence,denial_rate,tract_median_age_of_housing_units,56,0.06685509326070327,0.16668237497701155,0.0014380944287642329,0.05433811402915339,0.001408248274988212
Cherokee,2022,Principal_Residence,denial_rate,tract_to_msa_income_percentage,56,0.008403841017090241,0.18567277310221794,0.00011957587602853272,0.5016102072660974,0.001496459521224983
Cherokee,2022,Principal_Residence,conversion_rate,tract_owner_occupied_units,56,0.016761963928401014,0.588286622782746,1.1324248629438966e-05,0.34160002817955737,0.0017538774397874053
Cherokee,2022,Principal_Residence,conversion_rate,tract_minority_population_percent,56,0.04706205209536207,0.6223705456576206,-0.0007915132671119365,0.10827615948461322,0.001699828838014505
Cherokee,2022,Principal_Residence,conversion_rate,tract_median_age_of_housing_units,56,0.10273832259602056,0.6463698904304009,-0.0019381688361588024,0.016021102823600582,0.0016005147846721926
Cherokee,2022,Principal_Residence,conversion_rate,tract_to_msa_income_percentage,56,0.00019981620008358014,0.5999365444154858,2.0045884408527318e-05,0.9176449619809863,0.0017834206187425036
Cherokee,2022,Second_Residence,total_apps,tract_owner_occupied_units,44,0.09966285241888562,0.43967183180073377,0.002606386295509329,0.036842161727380994,15.197839867226662
Cherokee,2022,Second_Residence,total_apps,tract_minority_population_percent,44,0.006402555947922162,4.459628940524631,-0.028635883534985536,0.6056342869459083,16.772089086581563
Cherokee,2022,Second_Residence,total_apps,tract_median_age_of_housing_units,44,0.0005746242153745751,3.418895456988138,0.013930800711008252,0.8772531429434427,16.870465537521465
Cherokee,2022,Second_Residence,total_apps,tract_to_msa_income_percentage,44,0.0037842082529365717,4.690082637135918,-0.008394806611825118,0.6916038858639404,16.816287228457657
Cherokee,2022,Second_Residence,denial_rate,tract_owner_occupied_units,40,0.02012498854410072,0.416856378274108,-9.680051350935085e-05,0.3825567989300692,0.11236109942561345
Cherokee,2022,Second_Residence,denial_rate,tract_minority_population_percent,40,0.1515299995852598,0.001882904227710827,0.01163177365518557,0.013039873215290265,0.09729304346133091
Cherokee,2022,Second_Residence,denial_rate,tract_median_age_of_housing_units,40,0.07827688913184494,0.0015232068710154534,0.013228315862011073,0.08038062389281894,0.10569289030982057
Cherokee,2022,Second_Residence,denial_rate,tract_to_msa_income_percentage,40,0.021318121905450127,0.4969462191247015,-0.0017691961909453591,0.36866333920455807,0.1122242842454372
Cherokee,2022,Second_Residence,conversion_rate,tract_owner_occupied_units,44,0.012113006586075503,0.4130097931849971,7.644191648319624e-05,0.476961802978526,0.11801871685957915
Cherokee,2022,Second_Residence,conversion_rate,tract_minority_population_percent,44,0.07185387644173591,0.7158282572251992,-0.00807035168974354,0.0785356051824504,0.11088172563341164
Cherokee,2022,Second_Residence,conversion_rate,tract_median_age_of_housing_units,44,0.11361815067487258,0.8742248741938712,-0.01647940164227213,0.02525701413223048,0.1058923229097935
Cherokee,2022,Second_Residence,conversion_rate,tract_to_msa_income_percentage,44,0.014897433243023395,0.3487210973194613,0.001401239491618986,0.42995336549662977,0.1176860730820688
Cherokee,2023,Investment_Property,total_apps,tract_owner_occupied_units,55,0.03156964654664962,17.710738890719576,-0.004507148443290669,0.19436048058542368,144.09091147229677
Cherokee,2023,Investment_Property,total_apps,tract_minority_population_percent,55,0.10332534407190797,3.4074644262478,0.33918699392367835,0.016710567724768206,133.4145176326411
Cherokee,2023,Investment_Property,total_apps,tract_median_age_of_housing_units,55,0.001150897005532614,10.764705882352938,0.058870363431997225,0.805770858117582,148.61685939575597
Cherokee,2023,Investment_Property,total_apps,tract_to_msa_income_percentage,55,0.16310538752776738,31.01671001108725,-0.16412371639893986,0.002230167101942511,124.51995859833137
Cherokee,2023,Investment_Property,denial_rate,tract_owner_occupied_units,54,0.001096744368347724,0.19160219396629957,-1.2473079710996498e-05,0.8120897127456577,0.03298061045013591
Cherokee,2023,Investment_Property,denial_rate,tract_minority_population_percent,54,0.00032322188767952564,0.18348020678043303,-0.0002821212261732262,0.8973318689191656,0.033006149703777854
Cherokee,2023,Investment_Property,denial_rate,tract_median_age_of_housing_units,54,0.012561648270020154,0.24248160025205828,-0.0028892889601496996,0.41973403111140684,0.03260207576492236
Cherokee,2023,Investment_Property,denial_rate,tract_to_msa_income_percentage,54,0.003903116362417247,0.22014801940380108,-0.00038465718546803064,0.6535819770866949,0.032887952967048564
Cherokee,2023,Investment_Property,conversion_rate,tract_owner_occupied_units,55,0.01984038976657687,0.6462172837642027,-5.7725561764521796e-05,0.30501089809937276,0.0380642371273216
Cherokee,2023,Investment_Property,conversion_rate,tract_minority_population_percent,55,0.0014447450946953877,0.5910972118008585,-0.0006479737928629607,0.7829220319888438,0.03877862708339588
Cherokee,2023,Investment_Property,conversion_rate,tract_median_age_of_housing_units,55,0.029845704460347955,0.4638694524624748,0.004843345717849847,0.2072021097290399,0.03767568339886661
Cherokee,2023,Investment_Property,conversion_rate,tract_to_msa_income_percentage,55,0.009101819956388035,0.646633250589446,-0.0006263648462820738,0.48839572252723995,0.03848126662271774
Cherokee,2023,Principal_Residence,total_apps,tract_owner_occupied_units,56,0.38207256868771733,73.76732402897058,0.11398226158695934,3.856557796250721e-07,4899.060891421586
Cherokee,2023,Principal_Residence,total_apps,tract_minority_population_percent,56,0.06859303272697148,265.4634781849401,-2.014559815152371,0.05119045090637302,7384.393726743071
Cherokee,2023,Principal_Residence,total_apps,tract_median_age_of_housing_units,56,0.15112307613652576,327.0636311939917,-4.955735958324341,0.0030672991288669066,6730.0778838998
Cherokee,2023,Principal_Residence,total_apps,tract_to_msa_income_percentage,56,0.026766662431590094,157.9793001148384,0.48913009016138126,0.22826744378268612,7716.002139900996
Cherokee,2023,Principal_Residence,denial_rate,tract_owner_occupied_units,56,0.03675391610901957,0.2519288412392523,-1.7962434002639357e-05,0.1569337521842752,0.001971563113381245
Cherokee,2023,Principal_Residence,denial_rate,tract_minority_population_percent,56,0.022741811975177884,0.21480456030843198,0.0005893886000167027,0.2672493847220673,0.0020002429576216146
Cherokee,2023,Principal_Residence,denial_rate,tract_median_age_of_housing_units,56,0.12942906888584238,0.17673759401088535,0.0023302778916332546,0.006462672198810354,0.001781876473801369
Cherokee,2023,Principal_Residence,denial_rate,tract_to_msa_income_percentage,56,0.009693047928317489,0.24699295415312986,-0.00014955691030324464,0.4703581668415703,0.002026951046343953
Cherokee,2023,Principal_Residence,conversion_rate,tract_owner_occupied_units,56,0.016513620523648243,0.5686355823591591,1.2862951216675129e-05,0.3452321309006824,0.002297491827686591
Cherokee,2023,Principal_Residence,conversion_rate,tract_minority_population_percent,56,0.00710183935971509,0.5934353136988326,-0.0003518687661822218,0.5368961668974297,0.0023194783958377678
Cherokee,2023,Principal_Residence,conversion_rate,tract_median_age_of_housing_units,56,0.08505949337560204,0.630436672490966,-0.00201817719291548,0.02918808923880135,0.0021373639540470412
Cherokee,2023,Principal_Residence,conversion_rate,tract_to_msa_income_percentage,56,0.0027092389479713708,0.5942017299236056,-8.447069283640057e-05,0.7032162709629206,0.0023297398125272884
Cherokee,2023,Second_Residence,total_apps,tract_owner_occupied_units,40,0.07572342353860362,0.35384553901446836,0.0017650167849687962,0.08569614297720603,9.314397199289722
Cherokee,2023,Second_Residence,total_apps,tract_minority_population_percent,40,0.0509307374926492,4.278613645269299,-0.06157213078275644,0.16145513246156565,9.564245492917829
Cherokee,2023,Second_Residence,total_apps,tract_median_age_of_housing_units,40,0.003659723566056372,3.2503861619965537,-0.027446224548413833,0.7107749365789461,10.04061913576307
Cherokee,2023,Second_Residence,total_apps,tract_to_msa_income_percentage,40,0.011133416041889888,4.095087383386691,-0.012647277244256589,0.5169933642199289,9.965302999837856
Cherokee,2023,Second_Residence,denial_rate,tract_owner_occupied_units,35,0.0007560858423484307,0.4373694851105234,-2.6687715718341947e-05,0.8754055502040983,0.17835364001802467
Cherokee,2023,Second_Residence,denial_rate,tract_minority_population_percent,35,0.004622905247715026,0.46912706434389373,-0.002505499850772934,0.6979516860821968,0.17766345686407387
Cherokee,2023,Second_Residence,denial_rate,tract_median_age_of_housing_units,35,0.22051786696662146,1.109458926555977,-0.03136042488630911,0.004426234697802096,0.13912866897239207
Cherokee,2023,Second_Residence,denial_rate,tract_to_msa_income_percentage,35,0.05879029806600833,-0.04603832658950835,0.003984162282764786,0.1604968563250875,0.16799519514884206
Cherokee,2023,Second_Residence,conversion_rate,tract_owner_occupied_units,40,0.027281597372926458,0.6227780376188182,-0.0001352697540319032,0.3084273046383443,0.15981005669362358
Cherokee,2023,Second_Residence,conversion_rate,tract_minority_population_percent,40,0.010434342654547346,0.35267989254114807,0.0035584333117981296,0.5305264343656723,0.1625779294144487
Cherokee,2023,Second_Residence,conversion_rate,tract_median_age_of_housing_units,40,0.2011943222267205,-0.12158782939465099,0.025983545702834995,0.003697390574390574,0.13123755066971643
Cherokee,2023,Second_Residence,conversion_rate,tract_to_msa_income_percentage,40,0.09521473101698064,0.9863924233836345,-0.004722445726365092,0.05271560864774714,0.14864917199183184
Clayton,2018,Investment_Property,total_apps,tract_owner_occupied_units,48,0.5081427900194875,7.361817041687036,0.010977336930563499,1.3156324171119473e-08,51.91142970335992
Clayton,2018,Investment_Property,total_apps,tract_minority_population_percent,48,0.004235013026070322,11.522285243058397,0.07455718650984502,0.6603368381515071,105.09469633354014
Clayton,2018,Investment_Property,total_apps,tract_median_age_of_housing_units,48,0.29628634562688594,38.25924410325243,-0.6269785409130341,6.354148580274388e-05,74.27111193862908
Clayton,2018,Investment_Property,total_apps,tract_to_msa_income_percentage,48,0.13386209697880325,4.247090192909796,0.20936875063124946,0.010546872654398678,91.41363784802883
Clayton,2018,Investment_Property,denial_rate,tract_owner_occupied_units,48,0.00054406370883886,0.29743923264625544,5.85066232528646e-06,0.8749587002979857,0.027985926409647793
Clayton,2018,Investment_Property,denial_rate,tract_minority_population_percent,48,0.06486554581420201,0.716040171295398,-0.004752752710982617,0.08064636623310546,0.02618485024470942
Clayton,2018,Investment_Property,denial_rate,tract_median_age_of_housing_units,48,0.08205753733162946,0.12944797214248654,0.005374426668965995,0.04839325622789404,0.025703454525326904
Clayton,2018,Investment_Property,denial_rate,tract_to_msa_income_percentage,48,0.059157893776210835,0.1541907966534828,0.0022670726885627756,0.09575204072150403,0.026344671127358683
Clayton,2018,Investment_Property,conversion_rate,tract_owner_occupied_units,48,0.0049494155041447385,0.5259803995929292,-1.4005088119996426e-05,0.6346765510983723,0.01755006233816325
Clayton,2018,Investment_Property,conversion_rate,tract_minority_population_percent,48,0.07243311063649538,0.16609581042022992,0.003985983367433912,0.06434847058223862,0.01635982831907325
Clayton,2018,Investment_Property,conversion_rate,tract_median_age_of_housing_units,48,0.051141756611558176,0.6212158072960823,-0.003367359286801554,0.12220577259859468,0.016735351529876517
Clayton,2018,Investment_Property,conversion_rate,tract_to_msa_income_percentage,48,0.04216510112170346,0.6121888453632773,-0.0015190231782602588,0.16147813273528328,0.016893676006933107
Clayton,2018,Principal_Residence,total_apps,tract_owner_occupied_units,49,0.7358516027240037,-53.13415326574594,0.24074982928126049,3.4712492944063797e-15,9265.567546223692
Clayton,2018,Principal_Residence,total_apps,tract_minority_population_percent,49,0.04426966035959978,532.4608916541281,-4.117880893836212,0.1467509064875942,33524.27691870819
Clayton,2018,Principal_Residence,total_apps,tract_median_age_of_housing_units,49,0.411325754411626,611.4954023958155,-13.514768221697313,6.865159963911471e-07,20649.0027631033
Clayton,2018,Principal_Residence,total_apps,tract_to_msa_income_percentage,49,0.38182475877205446,-244.5138617601175,6.449603007262031,2.240842939825878e-06,21683.813008397723
Clayton,2018,Principal_Residence,denial_rate,tract_owner_occupied_units,49,0.1073990464145228,0.49085279903408907,-6.719474267173785e-05,0.021522606214083573,0.016711284092933945
Clayton,2018,Principal_Residence,denial_rate,tract_minority_population_percent,49,0.0027587606564986045,0.36181112081819256,0.0007510034159488087,0.7200264247989961,0.018670360582650772
Clayton,2018,Principal_Residence,denial_rate,tract_median_age_of_housing_units,49,0.0017448878983804539,0.44735570781517753,-0.0006430779675101633,0.7756603012492188,0.01868934231869636
Clayton,2018,Principal_Residence,denial_rate,tract_to_msa_income_percentage,49,0.08366263984818934,0.5707578045171444,-0.0022056212481075923,0.04382504621289161,0.017155677337061703
Clayton,2018,Principal_Residence,conversion_rate,tract_owner_occupied_units,49,0.10804229107397889,0.37326075363788846,4.999961442772121e-05,0.021112259186757527,0.00919107055284299
Clayton,2018,Principal_Residence,conversion_rate,tract_minority_population_percent,49,0.0001981259077742381,0.43391286268756524,-0.00014931045385627043,0.9235275982673126,0.010302337736069103
Clayton,2018,Principal_Residence,conversion_rate,tract_median_age_of_housing_units,49,0.003018656617553739,0.400834722701925,0.0006275110852210701,0.7076968354892718,0.010273273917806627
Clayton,2018,Principal_Residence,conversion_rate,tract_to_msa_income_percentage,49,0.06460519375645613,0.3270834568969026,0.001437916118323806,0.07800711440836758,0.009638662879318607
Clayton,2018,Second_Residence,total_apps,tract_owner_occupied_units,40,0.3393211355811443,-0.3321306697911188,0.0037842615389874434,8.027520226418577e-05,12.724674928707161
Clayton,2018,Second_Residence,total_apps,tract_minority_population_percent,40,0.02245457031968079,9.980642723466715,-0.07286551103273646,0.3560601746973908,18.82752497564295
Clayton,2018,Second_Residence,total_apps,tract_median_age_of_housing_units,40,0.2768290704699945,11.776463560334527,-0.25238948626045404,0.0004883684278023006,13.928272102747911
Clayton,2018,Second_Residence,total_apps,tract_to_msa_income_percentage,40,0.11103511346639972,-2.6396063960639577,0.09102091020910204,0.03563207138717899,17.121463714637144
Clayton,2018,Second_Residence,denial_rate,tract_owner_occupied_units,38,0.002028993899750864,0.5134282165629982,-2.4303481934741586e-05,0.7882893577585892,0.13396373118898358
Clayton,2018,Second_Residence,denial_rate,tract_minority_population_percent,38,0.0009237774172520252,0.3819069456912858,0.0012198172369690266,0.8562558606457208,0.13411209113417444
Clayton,2018,Second_Residence,denial_rate,tract_median_age_of_housing_units,38,0.010072473971694862,0.3614076492814572,0.003927558429450679,0.54882534278208,0.13288400583063628
Clayton,2018,Second_Residence,denial_rate,tract_to_msa_income_percentage,38,0.052619987639348054,0.8473923130453895,-0.005194574999281934,0.16593782508429844,0.12717259372658507
Clayton,2018,Second_Residence,conversion_rate,tract_owner_occupied_units,40,0.00398726686315809,0.38001545915638346,3.301082393909784e-05,0.6986927321616792,0.12422449002350207
Clayton,2018,Second_Residence,conversion_rate,tract_minority_population_percent,40,2.1894595053750798e-05,0.43097053417253184,-0.00018309695584476748,0.9771394645839014,0.12471905834714911
Clayton,2018,Second_Residence,conversion_rate,tract_median_age_of_housing_units,40,0.00086850562785179,0.45159212559974216,-0.001137613548007817,0.8567474668970899,0.1246134675044835
Clayton,2018,Second_Residence,conversion_rate,tract_to_msa_income_percentage,40,0.030089288234322664,0.14961721228573388,0.0038129401260266794,0.2844273583510808,0.12096899921948043
Clayton,2019,Investment_Property,total_apps,tract_owner_occupied_units,48,0.5697311386034817,5.914394438409399,0.013717760538219338,5.751623287731522e-10,63.24877563073718
Clayton,2019,Investment_Property,total_apps,tract_minority_population_percent,48,0.00017142135516667878,17.670281273394423,0.01770266808550533,0.9296205889463235,146.97306524728592
Clayton,2019,Investment_Property,total_apps,tract_median_age_of_housing_units,48,0.31067727273637025,43.6914267319224,-0.7576972811942451,3.8684632849875834e-05,101.32924416690764
Clayton,2019,Investment_Property,total_apps,tract_to_msa_income_percentage,48,0.11325987621609568,4.2787408679258006,0.2272820927179072,0.019343599146980577,130.3492587168524
Clayton,2019,Investment_Property,denial_rate,tract_owner_occupied_units,48,0.032950837237534114,0.259386773826522,4.559408134292272e-05,0.21691576832044285,0.027152809080221735
Clayton,2019,Investment_Property,denial_rate,tract_minority_population_percent,48,0.09774630646497506,0.8111653408863131,-0.00584229451103531,0.03050096726029714,0.02533348171513695
Clayton,2019,Investment_Property,denial_rate,tract_median_age_of_housing_units,48,0.01322729877740736,0.23375310630458107,0.0021607452758748563,0.4363350120127927,0.027706606647932137
Clayton,2019,Investment_Property,denial_rate,tract_to_msa_income_percentage,48,0.002625605401945008,0.3349882426825561,-0.0004782653419793544,0.7294364968141589,0.028004281023998667
Clayton,2019,Investment_Property,conversion_rate,tract_owner_occupied_units,48,0.04127208376298863,0.5321670150222315,-4.281551051561923e-05,0.1660859233479606,0.01895208335216365
Clayton,2019,Investment_Property,conversion_rate,tract_minority_population_percent,48,0.17137752993823574,-0.07327515730329368,0.006490944467376948,0.0034446824274869787,0.016380165690516934
Clayton,2019,Investment_Property,conversion_rate,tract_median_age_of_housing_units,48,0.026078456742981482,0.5729321424995915,-0.0025456964678067925,0.2728389807090707,0.019252430177188903
Clayton,2019,Investment_Property,conversion_rate,tract_to_msa_income_percentage,48,0.04004662652160462,0.5936222438159362,-0.0015672375784182991,0.17264874610861652,0.018976308126878023
Clayton,2019,Principal_Residence,total_apps,tract_owner_occupied_units,50,0.7101718562837748,-65.03605157255154,0.29284651464953587,1.6644510382288048e-14,15900.27153064146
Clayton,2019,Principal_Residence,total_apps,tract_minority_population_percent,50,0.0012995018473458408,255.6049408624371,-0.5496893954110426,0.8037199881087613,54789.7415854895
Clayton,2019,Principal_Residence,total_apps,tract_median_age_of_housing_units,50,0.23692638402796518,572.6606394129979,-11.534918763102723,0.00033787786436441917,41863.0072851153
Clayton,2019,Principal_Residence,total_apps,tract_to_msa_income_percentage,50,0.36105478329176255,-241.8924844856801,7.044243743918775,3.9550597592226315e-06,35053.195002389904
Clayton,2019,Principal_Residence,denial_rate,tract_owner_occupied_units,50,0.11637508732597845,0.46404260395632413,-7.0409303611385e-05,0.015333080585570947,0.017100757702562336
Clayton,2019,Principal_Residence,denial_rate,tract_minority_population_percent,50,0.41723811605680017,0.8932801713737125,-0.005850090762013896,4.066699481189555e-07,0.011278167503724347
Clayton,2019,Principal_Residence,denial_rate,tract_median_age_of_housing_units,50,0.034908294893489566,0.4810262828854854,-0.0026297463033490565,0.19387495748615644,0.0186773812882159
Clayton,2019,Principal_Residence,denial_rate,tract_to_msa_income_percentage,50,0.2792341266923388,0.6336901181637182,-0.0036793726766603395,7.997995048067834e-05,0.013948953207317634
Clayton,2019,Principal_Residence,conversion_rate,tract_owner_occupied_units,50,0.0791813382573382,0.3906832739600755,4.612286420907697e-05,0.04774674142989843,0.011239089679030192
Clayton,2019,Principal_Residence,conversion_rate,tract_minority_population_percent,50,0.3582376973854834,0.06949708672068616,0.004304880197140003,4.411078565644587e-06,0.007833055922275834
Clayton,2019,Principal_Residence,conversion_rate,tract_median_age_of_housing_units,50,0.01577836943183797,0.3896001751079806,0.001404059158196678,0.38474027795477483,0.012012957197307854
Clayton,2019,Principal_Residence,conversion_rate,tract_to_msa_income_percentage,50,0.17804611747182986,0.2844816879124144,0.0023332463583556006,0.002272247939534295,0.010032391589760015
Clayton,2019,Second_Residence,total_apps,tract_owner_occupied_units,40,0.39929000456048214,0.03528352940608487,0.0031089068379233885,1.2248853972821992e-05,6.6543649744812585
Clayton,2019,Second_Residence,total_apps,tract_minority_population_percent,40,0.11950650167789323,14.226228280983332,-0.12575673336493753,0.028895539630744156,9.753666727663136
Clayton,2019,Second_Residence,total_apps,tract_median_age_of_housing_units,40,0.20405549924094923,8.675100034657676,-0.16878288540911812,0.003433659228684715,8.817075207158386
Clayton,2019,Second_Residence,total_apps,tract_to_msa_income_percentage,40,0.32167880384393244,-3.813940256045518,0.10613244823771137,0.0001355792960402463,7.514103050418839
Clayton,2019,Second_Residence,denial_rate,tract_owner_occupied_units,38,0.0002507164432377085,0.5182974002696834,9.320731857311396e-06,0.9248289762303201,0.16136638407497833
Clayton,2019,Second_Residence,denial_rate,tract_minority_population_percent,38,0.0422746091562064,-0.24322056258995595,0.008936333882972358,0.21556943673428874,0.1545834398674854
Clayton,2019,Second_Residence,denial_rate,tract_median_age_of_housing_units,38,4.011845590068397e-06,0.5256130849909645,9.313163603182724e-05,0.9904777846940592,0.16140620388731713
Clayton,2019,Second_Residence,denial_rate,tract_to_msa_income_percentage,38,0.00631386274275314,0.40959855197796624,0.0017539472787668456,0.6353489897194495,0.1603877507210342
Clayton,2019,Second_Residence,conversion_rate,tract_owner_occupied_units,40,0.0005610702377258914,0.3831065182947539,1.3129300375374695e-05,0.8846484834347551,0.14051962424496095
Clayton,2019,Second_Residence,conversion_rate,tract_minority_population_percent,40,0.01850523656607106,0.8792740483441128,-0.005575095116150076,0.40260758134316643,0.1379967011980791
Clayton,2019,Second_Residence,conversion_rate,tract_median_age_of_housing_units,40,0.020146374217379304,0.5856094022553266,-0.00597478364184939,0.3823014866170651,0.13776595968979014
Clayton,2019,Second_Residence,conversion_rate,tract_to_msa_income_percentage,40,0.011179601628148794,0.547565781776308,-0.0022290489395752544,0.5161204256738404,0.13902667455430753
Clayton,2020,Investment_Property,total_apps,tract_owner_occupied_units,49,0.4832774038789448,9.392785637031938,0.01140988248995926,2.97856017390491e-08,63.29884084194469
Clayton,2020,Investment_Property,total_apps,tract_minority_population_percent,49,0.009346248197414808,14.21541168382836,0.07060417505740771,0.5087325770301816,121.35570349653626
Clayton,2020,Investment_Property,total_apps,tract_median_age_of_housing_units,49,0.10111977355990442,31.432508199347428,-0.35408955626565036,0.02597150704564084,110.11338930506734
Clayton,2020,Investment_Property,total_apps,tract_to_msa_income_percentage,49,0.17747186083210353,5.207905136689449,0.2333816438888926,0.0025744132210825466,100.76021091404345
Clayton,2020,Investment_Property,denial_rate,tract_owner_occupied_units,48,0.0740316176854019,0.20826061596406834,6.414719234532084e-05,0.06136516921546097,0.023232810557020405
Clayton,2020,Investment_Property,denial_rate,tract_minority_population_percent,48,0.007044354548037868,0.19614330721022352,0.0008722107905880648,0.5706034359749734,0.024913540076438163
Clayton,2020,Investment_Property,denial_rate,tract_median_age_of_housing_units,48,0.004044978997401527,0.23841459372343465,0.0010088932206362207,0.667592133036278,0.02498879526364348
Clayton,2020,Investment_Property,denial_rate,tract_to_msa_income_percentage,48,0.2920721161650309,-0.009976604241034456,0.00431791224711881,7.335791163641402e-05,0.017762112321867873
Clayton,2020,Investment_Property,conversion_rate,tract_owner_occupied_units,49,0.061213554341280285,0.554837919616479,-6.332639662631436e-05,0.0865385184731244,0.027967987479440615
Clayton,2020,Investment_Property,conversion_rate,tract_minority_population_percent,49,0.06635261948233606,0.7444076928625349,-0.0029337210410906958,0.07395844200932426,0.027814886302718552
Clayton,2020,Investment_Property,conversion_rate,tract_median_age_of_housing_units,49,0.055221375125332206,0.623884778231623,-0.0040806254442348824,0.10409192553104889,0.028146504323245922
Clayton,2020,Investment_Property,conversion_rate,tract_to_msa_income_percentage,49,0.21611375323446846,0.7531402230347439,-0.004016254241224943,0.0007645114977037332,0.02335325657525959
Clayton,2020,Principal_Residence,total_apps,tract_owner_occupied_units,50,0.6412578333003629,-77.31719596294725,0.3512640442320277,2.921351874206526e-12,31359.16295224022
Clayton,2020,Principal_Residence,total_apps,tract_minority_population_percent,50,0.0037111463574572845,350.7254133585624,-1.1725786267561422,0.6742961765457777,87089.80267445296
Clayton,2020,Principal_Residence,total_apps,tract_median_age_of_housing_units,50,0.23018869932062636,703.8513168238992,-14.351881878930815,0.00042249074557598537,67292.44639003539
Clayton,2020,Principal_Residence,total_apps,tract_to_msa_income_percentage,50,0.3427491045686277,-305.0579623993977,8.693705068395152,7.975730681667285e-06,57453.067533025656
Clayton,2020,Principal_Residence,denial_rate,tract_owner_occupied_units,49,0.0026598167792890592,0.2982954331960803,5.745124133629557e-06,0.7248918405124896,0.005628113920166491
Clayton,2020,Principal_Residence,denial_rate,tract_minority_population_percent,49,0.21210455814720608,0.10945747408567845,0.002282849906419048,0.0008688177278440781,0.004446191358306191
Clayton,2020,Principal_Residence,denial_rate,tract_median_age_of_housing_units,49,0.1975884267796929,0.19741297835431235,0.0033594366386658176,0.001375153627483474,0.004528107681734209
Clayton,2020,Principal_Residence,denial_rate,tract_to_msa_income_percentage,49,0.030854960080788918,0.2612523078552673,0.0006604729976002152,0.2273312553832974,0.005469005241737615
Clayton,2020,Principal_Residence,conversion_rate,tract_owner_occupied_units,50,0.0017955396575430882,0.48877173995327505,-6.870839669292416e-06,0.7701483418216301,0.011923162340258642
Clayton,2020,Principal_Residence,conversion_rate,tract_minority_population_percent,50,2.2423650853586885e-05,0.4794886546744225,3.369271839099479e-05,0.9739638120686912,0.011944341518308614
Clayton,2020,Principal_Residence,conversion_rate,tract_median_age_of_housing_units,50,0.0166166275836922,0.52726860496467,-0.0014253885081040476,0.37229896290566267,0.011746130234689709
Clayton,2020,Principal_Residence,conversion_rate,tract_to_msa_income_percentage,50,0.006358418301183777,0.5103608755983458,-0.0004377097736059847,0.5820030178335214,0.011868660537303002
